protein1,protein2,y_true,y_prob,y_pred,correct,error_type,cosine_sim
9606.ENSP00000361664,9606.ENSP00000373570,0,0.21839987,0,True,correct,0.22389818727970123
9606.ENSP00000371548,9606.ENSP00000386764,0,0.021173365,0,True,correct,0.09240825474262238
9606.ENSP00000365486,9606.ENSP00000383396,1,0.0056602973,0,False,false_negative,0.7053415179252625
9606.ENSP00000346151,9606.ENSP00000471457,0,0.7484692,1,False,false_positive,0.31758785247802734
9606.ENSP00000298181,9606.ENSP00000303129,0,0.10092874,0,True,correct,0.22757764160633087
9606.ENSP00000360958,9606.ENSP00000434343,0,0.7290978,1,False,false_positive,0.4296857416629791
9606.ENSP00000221978,9606.ENSP00000332287,0,0.051884532,0,True,correct,0.02578970603644848
9606.ENSP00000259708,9606.ENSP00000261879,0,0.19539705,0,True,correct,0.1888674944639206
9606.ENSP00000234739,9606.ENSP00000381657,0,0.3974319,0,True,correct,0.4027438461780548
9606.ENSP00000348461,9606.ENSP00000357883,0,0.44974717,0,True,correct,0.28173917531967163
9606.ENSP00000270792,9606.ENSP00000291295,0,0.17372283,0,True,correct,0.17423850297927856
9606.ENSP00000295897,9606.ENSP00000312652,1,0.7100551,1,True,correct,0.47640034556388855
9606.ENSP00000309572,9606.ENSP00000360609,1,0.5301735,1,True,correct,0.2653290331363678
9606.ENSP00000221265,9606.ENSP00000442047,0,0.13339143,0,True,correct,0.23331251740455627
9606.ENSP00000217386,9606.ENSP00000332225,1,0.98891383,1,True,correct,0.6081935167312622
9606.ENSP00000301691,9606.ENSP00000341551,0,0.494207,0,True,correct,0.2746947407722473
9606.ENSP00000349790,9606.ENSP00000351132,0,0.1766219,0,True,correct,0.16280288994312286
9606.ENSP00000215057,9606.ENSP00000384371,0,0.13289078,0,True,correct,0.3129400610923767
9606.ENSP00000384700,9606.ENSP00000491663,0,0.98027426,1,False,false_positive,0.6455299258232117
9606.ENSP00000346012,9606.ENSP00000375730,1,0.9999964,1,True,correct,0.6561489105224609
9606.ENSP00000245838,9606.ENSP00000364289,1,0.99174845,1,True,correct,0.7104275822639465
9606.ENSP00000247461,9606.ENSP00000393316,1,0.7921486,1,True,correct,0.5062891244888306
9606.ENSP00000324806,9606.ENSP00000372191,0,0.44074413,0,True,correct,0.29564017057418823
9606.ENSP00000362287,9606.ENSP00000373715,1,0.35722265,0,False,false_negative,0.42589476704597473
9606.ENSP00000341117,9606.ENSP00000411821,0,0.119505264,0,True,correct,0.5364854335784912
9606.ENSP00000260356,9606.ENSP00000282561,0,0.060738422,0,True,correct,0.41428864002227783
9606.ENSP00000247306,9606.ENSP00000365320,0,0.20367311,0,True,correct,0.5422447919845581
9606.ENSP00000339835,9606.ENSP00000483903,1,0.99850094,1,True,correct,0.5746055841445923
9606.ENSP00000261596,9606.ENSP00000482264,1,0.841843,1,True,correct,0.5717710256576538
9606.ENSP00000346340,9606.ENSP00000386880,1,0.99597365,1,True,correct,0.7179199457168579
9606.ENSP00000311827,9606.ENSP00000442920,0,0.023514071,0,True,correct,0.15401402115821838
9606.ENSP00000228641,9606.ENSP00000239243,0,0.01362104,0,True,correct,0.3184399902820587
9606.ENSP00000274606,9606.ENSP00000473172,1,0.07074774,0,False,false_negative,0.2692699134349823
9606.ENSP00000359693,9606.ENSP00000378487,0,0.05231506,0,True,correct,0.13468120992183685
9606.ENSP00000360561,9606.ENSP00000430075,1,0.97458297,1,True,correct,0.5707889795303345
9606.ENSP00000403172,9606.ENSP00000418082,1,0.9999994,1,True,correct,0.8360583186149597
9606.ENSP00000242591,9606.ENSP00000442047,0,0.027042942,0,True,correct,0.08556663244962692
9606.ENSP00000366645,9606.ENSP00000411821,0,0.04013061,0,True,correct,0.4371449053287506
9606.ENSP00000243501,9606.ENSP00000291572,0,0.558077,1,False,false_positive,0.4978066682815552
9606.ENSP00000231454,9606.ENSP00000398698,1,0.9939347,1,True,correct,0.5925225019454956
9606.ENSP00000351777,9606.ENSP00000362334,1,0.636896,1,True,correct,0.38166239857673645
9606.ENSP00000284523,9606.ENSP00000324806,1,0.92164177,1,True,correct,0.5398118495941162
9606.ENSP00000261023,9606.ENSP00000341551,0,0.25520974,0,True,correct,0.359436959028244
9606.ENSP00000296028,9606.ENSP00000378118,1,0.90990204,1,True,correct,0.6711286902427673
9606.ENSP00000367608,9606.ENSP00000384999,0,0.06179677,0,True,correct,0.21512721478939056
9606.ENSP00000013125,9606.ENSP00000370200,0,0.23213045,0,True,correct,0.10315100848674774
9606.ENSP00000324806,9606.ENSP00000360609,1,0.9881523,1,True,correct,0.40058156847953796
9606.ENSP00000364320,9606.ENSP00000396673,1,0.9944653,1,True,correct,0.6982458233833313
9606.ENSP00000278886,9606.ENSP00000305941,1,0.30190876,0,False,false_negative,0.23887373507022858
9606.ENSP00000295897,9606.ENSP00000356331,0,0.039506733,0,True,correct,0.2780139744281769
9606.ENSP00000272233,9606.ENSP00000351015,0,0.10507213,0,True,correct,0.3007860481739044
9606.ENSP00000357787,9606.ENSP00000498786,1,0.9939482,1,True,correct,0.662257194519043
9606.ENSP00000339063,9606.ENSP00000369897,1,0.22527686,0,False,false_negative,0.33152469992637634
9606.ENSP00000368164,9606.ENSP00000384115,0,0.12353426,0,True,correct,0.4968472719192505
9606.ENSP00000263856,9606.ENSP00000323580,0,0.59653246,1,False,false_positive,0.31503772735595703
9606.ENSP00000392709,9606.ENSP00000425759,1,0.931631,1,True,correct,0.5290336608886719
9606.ENSP00000362649,9606.ENSP00000400175,0,0.038426086,0,True,correct,0.0771457850933075
9606.ENSP00000355889,9606.ENSP00000451818,0,0.031775143,0,True,correct,0.4664022624492645
9606.ENSP00000341268,9606.ENSP00000345083,1,0.9315811,1,True,correct,0.5155436396598816
9606.ENSP00000338641,9606.ENSP00000380746,0,0.0015116517,0,True,correct,-0.07126564532518387
9606.ENSP00000237530,9606.ENSP00000250498,1,0.96790564,1,True,correct,0.5884899497032166
9606.ENSP00000256429,9606.ENSP00000362649,1,0.9917203,1,True,correct,0.5782408118247986
9606.ENSP00000339835,9606.ENSP00000377681,0,0.059055082,0,True,correct,0.052482593804597855
9606.ENSP00000223642,9606.ENSP00000263100,0,0.19770405,0,True,correct,0.39937257766723633
9606.ENSP00000345206,9606.ENSP00000362649,1,0.99003756,1,True,correct,0.5745513439178467
9606.ENSP00000346340,9606.ENSP00000364589,1,0.9949885,1,True,correct,0.5910696387290955
9606.ENSP00000339835,9606.ENSP00000462355,1,0.9947842,1,True,correct,0.5005202889442444
9606.ENSP00000262320,9606.ENSP00000364742,0,0.16788204,0,True,correct,0.2029302418231964
9606.ENSP00000332256,9606.ENSP00000370750,1,0.40211037,0,False,false_negative,0.6424245834350586
9606.ENSP00000357392,9606.ENSP00000403172,0,0.016663538,0,True,correct,-0.17351160943508148
9606.ENSP00000378131,9606.ENSP00000396688,1,0.38228714,0,False,false_negative,0.6318718791007996
9606.ENSP00000441913,9606.ENSP00000478767,0,0.27729946,0,True,correct,0.3151405453681946
9606.ENSP00000332194,9606.ENSP00000364589,0,0.789489,1,False,false_positive,0.3544580638408661
9606.ENSP00000275227,9606.ENSP00000494788,0,0.01566364,0,True,correct,0.002281545428559184
9606.ENSP00000260970,9606.ENSP00000478070,1,0.42802843,0,False,false_negative,0.4441205859184265
9606.ENSP00000329915,9606.ENSP00000362334,1,0.5208569,1,True,correct,0.32083800435066223
9606.ENSP00000157812,9606.ENSP00000484998,1,0.9996654,1,True,correct,0.7886219620704651
9606.ENSP00000234961,9606.ENSP00000323929,0,0.13754131,0,True,correct,0.2106008231639862
9606.ENSP00000270625,9606.ENSP00000489733,1,0.059430085,0,False,false_negative,0.33772629499435425
9606.ENSP00000339795,9606.ENSP00000368793,0,0.044704914,0,True,correct,0.29829201102256775
9606.ENSP00000247470,9606.ENSP00000284818,0,0.71507096,1,False,false_positive,0.5713729858398438
9606.ENSP00000354091,9606.ENSP00000370125,0,0.31971157,0,True,correct,0.37132659554481506
9606.ENSP00000338990,9606.ENSP00000375711,1,0.8387296,1,True,correct,0.5714899897575378
9606.ENSP00000446830,9606.ENSP00000489674,0,0.18044661,0,True,correct,0.42263510823249817
9606.ENSP00000261367,9606.ENSP00000482552,0,0.011443309,0,True,correct,0.13607075810432434
9606.ENSP00000290573,9606.ENSP00000378487,1,0.1540841,0,False,false_negative,0.3487258851528168
9606.ENSP00000317333,9606.ENSP00000362777,0,0.13595824,0,True,correct,0.6185248494148254
9606.ENSP00000312624,9606.ENSP00000499406,1,0.6466907,1,True,correct,0.6171595454216003
9606.ENSP00000300589,9606.ENSP00000451828,0,0.25879264,0,True,correct,0.2997795045375824
9606.ENSP00000262039,9606.ENSP00000447053,1,0.26755634,0,False,false_negative,0.49225053191185
9606.ENSP00000365891,9606.ENSP00000432472,1,0.5197409,1,True,correct,0.5779139399528503
9606.ENSP00000295872,9606.ENSP00000352645,0,0.14758444,0,True,correct,0.15934333205223083
9606.ENSP00000307491,9606.ENSP00000354782,0,0.025457973,0,True,correct,0.012287992052733898
9606.ENSP00000346050,9606.ENSP00000367806,1,0.9999995,1,True,correct,0.7057836651802063
9606.ENSP00000255120,9606.ENSP00000324056,0,0.016772078,0,True,correct,0.07519038021564484
9606.ENSP00000291295,9606.ENSP00000483185,0,0.06630262,0,True,correct,0.08271200209856033
9606.ENSP00000343925,9606.ENSP00000355657,0,0.10519301,0,True,correct,0.28479358553886414
9606.ENSP00000349142,9606.ENSP00000364320,1,0.019096926,0,False,false_negative,0.2274707853794098
9606.ENSP00000348596,9606.ENSP00000377428,0,0.021383222,0,True,correct,0.25774917006492615
9606.ENSP00000217961,9606.ENSP00000301645,1,0.05819895,0,False,false_negative,0.35563889145851135
9606.ENSP00000243457,9606.ENSP00000286548,1,0.4646512,0,False,false_negative,0.3042185306549072
9606.ENSP00000259400,9606.ENSP00000307272,0,0.06920823,0,True,correct,0.3174082040786743
9606.ENSP00000346050,9606.ENSP00000416951,0,0.038458943,0,True,correct,0.3087010681629181
9606.ENSP00000293897,9606.ENSP00000497260,1,0.33607683,0,False,false_negative,0.4513769745826721
9606.ENSP00000260970,9606.ENSP00000355920,0,0.32690164,0,True,correct,0.25356927514076233
9606.ENSP00000324806,9606.ENSP00000360242,1,0.77815765,1,True,correct,0.4031546413898468
9606.ENSP00000367806,9606.ENSP00000434056,1,0.94288975,1,True,correct,0.3946352005004883
9606.ENSP00000293373,9606.ENSP00000432472,1,0.77462596,1,True,correct,0.6666057109832764
9606.ENSP00000332194,9606.ENSP00000484638,1,0.9954821,1,True,correct,0.5667843818664551
9606.ENSP00000351742,9606.ENSP00000369899,1,0.6638417,1,True,correct,0.5269851684570312
9606.ENSP00000294753,9606.ENSP00000400046,0,0.052854065,0,True,correct,0.49567916989326477
9606.ENSP00000296102,9606.ENSP00000461930,1,0.99844486,1,True,correct,0.5134133696556091
9606.ENSP00000350358,9606.ENSP00000415139,0,0.0020863146,0,True,correct,0.3575049340724945
9606.ENSP00000294728,9606.ENSP00000377245,0,0.029975723,0,True,correct,0.23178449273109436
9606.ENSP00000291295,9606.ENSP00000386135,1,0.8000124,1,True,correct,0.28860896825790405
9606.ENSP00000260585,9606.ENSP00000418669,1,0.42209548,0,False,false_negative,0.4575173854827881
9606.ENSP00000363259,9606.ENSP00000377958,0,0.055449583,0,True,correct,0.30361685156822205
9606.ENSP00000280557,9606.ENSP00000352438,0,0.11230444,0,True,correct,0.38592636585235596
9606.ENSP00000332706,9606.ENSP00000375730,0,0.058109306,0,True,correct,0.0979132428765297
9606.ENSP00000300589,9606.ENSP00000369213,1,0.5774609,1,True,correct,0.45555463433265686
9606.ENSP00000359571,9606.ENSP00000435954,0,0.001957058,0,True,correct,0.3911026418209076
9606.ENSP00000336741,9606.ENSP00000342374,1,0.59974784,1,True,correct,0.533156156539917
9606.ENSP00000361952,9606.ENSP00000463778,0,0.3598457,0,True,correct,0.4968297481536865
9606.ENSP00000360882,9606.ENSP00000364000,1,0.9998493,1,True,correct,0.8480278849601746
9606.ENSP00000366863,9606.ENSP00000370557,0,0.05923784,0,True,correct,0.03579111397266388
9606.ENSP00000363329,9606.ENSP00000436318,1,0.60161734,1,True,correct,0.4835045039653778
9606.ENSP00000369853,9606.ENSP00000425840,0,0.047843434,0,True,correct,0.202464297413826
9606.ENSP00000261584,9606.ENSP00000498711,0,0.072330095,0,True,correct,0.37334030866622925
9606.ENSP00000352438,9606.ENSP00000360626,1,0.028866583,0,False,false_negative,0.17754971981048584
9606.ENSP00000317144,9606.ENSP00000334300,0,0.12468525,0,True,correct,0.23041728138923645
9606.ENSP00000323929,9606.ENSP00000498321,0,0.012264937,0,True,correct,0.08639336377382278
9606.ENSP00000376178,9606.ENSP00000418572,1,0.99417996,1,True,correct,0.5893058776855469
9606.ENSP00000326630,9606.ENSP00000490726,0,0.0032558849,0,True,correct,0.07532056421041489
9606.ENSP00000346196,9606.ENSP00000354665,1,0.99925166,1,True,correct,0.667658805847168
9606.ENSP00000307940,9606.ENSP00000360609,1,0.5130724,1,True,correct,0.2884354889392853
9606.ENSP00000275493,9606.ENSP00000427793,1,0.17504454,0,False,false_negative,0.17540355026721954
9606.ENSP00000278572,9606.ENSP00000463379,1,0.99978846,1,True,correct,0.6080188751220703
9606.ENSP00000295822,9606.ENSP00000367806,1,0.999944,1,True,correct,0.600713849067688
9606.ENSP00000339835,9606.ENSP00000441273,1,0.9111699,1,True,correct,0.42905277013778687
9606.ENSP00000333664,9606.ENSP00000348775,1,0.98427814,1,True,correct,0.7797103524208069
9606.ENSP00000278612,9606.ENSP00000352925,1,0.1717642,0,False,false_negative,0.27223825454711914
9606.ENSP00000339001,9606.ENSP00000451828,1,0.26122084,0,False,false_negative,-0.07272683829069138
9606.ENSP00000274606,9606.ENSP00000364320,1,0.99997413,1,True,correct,0.7581893801689148
9606.ENSP00000349723,9606.ENSP00000449396,1,0.71580356,1,True,correct,0.4894024431705475
9606.ENSP00000233331,9606.ENSP00000473172,1,0.9994779,1,True,correct,0.4720575511455536
9606.ENSP00000226193,9606.ENSP00000469970,0,0.53209895,1,False,false_positive,0.450247585773468
9606.ENSP00000176183,9606.ENSP00000250018,1,0.96502376,1,True,correct,0.5458040833473206
9606.ENSP00000370950,9606.ENSP00000420311,1,0.99935085,1,True,correct,0.5613372921943665
9606.ENSP00000255194,9606.ENSP00000428787,1,0.94126517,1,True,correct,0.5161731839179993
9606.ENSP00000263181,9606.ENSP00000287598,1,0.9939612,1,True,correct,0.6903841495513916
9606.ENSP00000215754,9606.ENSP00000497910,0,0.6809315,1,False,false_positive,0.4040159583091736
9606.ENSP00000295645,9606.ENSP00000360165,0,0.04463951,0,True,correct,0.14145852625370026
9606.ENSP00000262995,9606.ENSP00000384675,1,0.99788827,1,True,correct,0.6318531632423401
9606.ENSP00000316845,9606.ENSP00000347836,0,0.011915224,0,True,correct,0.0006217277841642499
9606.ENSP00000275493,9606.ENSP00000312652,1,0.21039104,0,False,false_negative,0.2891097366809845
9606.ENSP00000228347,9606.ENSP00000364320,1,0.91666484,1,True,correct,0.46986523270606995
9606.ENSP00000363512,9606.ENSP00000497784,1,0.9456349,1,True,correct,0.4535101652145386
9606.ENSP00000250092,9606.ENSP00000501245,1,0.54797935,1,True,correct,0.5164714455604553
9606.ENSP00000251241,9606.ENSP00000317580,0,0.09699346,0,True,correct,-0.10796336829662323
9606.ENSP00000367721,9606.ENSP00000481886,0,0.023578657,0,True,correct,0.07368207722902298
9606.ENSP00000269298,9606.ENSP00000324806,0,0.23933885,0,True,correct,0.06749244034290314
9606.ENSP00000386880,9606.ENSP00000478121,1,0.53179204,1,True,correct,0.44893917441368103
9606.ENSP00000317333,9606.ENSP00000495718,0,0.0022382117,0,True,correct,0.4673634469509125
9606.ENSP00000257861,9606.ENSP00000421377,0,0.21480149,0,True,correct,0.3625355660915375
9606.ENSP00000377411,9606.ENSP00000416293,0,0.006704073,0,True,correct,0.20908626914024353
9606.ENSP00000346050,9606.ENSP00000364320,1,0.99965334,1,True,correct,0.5724177956581116
9606.ENSP00000340883,9606.ENSP00000449396,1,0.9978744,1,True,correct,0.6661480069160461
9606.ENSP00000364737,9606.ENSP00000479266,0,0.3521728,0,True,correct,0.4658283591270447
9606.ENSP00000441929,9606.ENSP00000484824,1,0.70340025,1,True,correct,0.588126540184021
9606.ENSP00000363944,9606.ENSP00000368824,0,0.22243594,0,True,correct,0.10001232475042343
9606.ENSP00000282561,9606.ENSP00000384708,0,0.3427342,0,True,correct,0.302050918340683
9606.ENSP00000320219,9606.ENSP00000347836,0,0.002184803,0,True,correct,0.041113339364528656
9606.ENSP00000260128,9606.ENSP00000366267,0,0.18586794,0,True,correct,0.37954872846603394
9606.ENSP00000418082,9606.ENSP00000480514,1,0.91849166,1,True,correct,0.2876814901828766
9606.ENSP00000382382,9606.ENSP00000481859,0,0.062211916,0,True,correct,0.3839527666568756
9606.ENSP00000366927,9606.ENSP00000480443,0,0.30688274,0,True,correct,0.6692047119140625
9606.ENSP00000246532,9606.ENSP00000363259,0,0.083010696,0,True,correct,0.2537183165550232
9606.ENSP00000262942,9606.ENSP00000355325,0,0.027875012,0,True,correct,0.09297749400138855
9606.ENSP00000255764,9606.ENSP00000370625,1,0.97164863,1,True,correct,0.5062602758407593
9606.ENSP00000266376,9606.ENSP00000380878,1,0.97235256,1,True,correct,0.40745940804481506
9606.ENSP00000371958,9606.ENSP00000478763,0,0.56875515,1,False,false_positive,0.4833471477031708
9606.ENSP00000370842,9606.ENSP00000484261,0,0.039702483,0,True,correct,0.07462023943662643
9606.ENSP00000327179,9606.ENSP00000367806,1,0.99675876,1,True,correct,0.4563694894313812
9606.ENSP00000312002,9606.ENSP00000359364,0,0.025327515,0,True,correct,0.09219653904438019
9606.ENSP00000349168,9606.ENSP00000404121,1,0.9937431,1,True,correct,0.5859224796295166
9606.ENSP00000355657,9606.ENSP00000372191,1,0.7656031,1,True,correct,0.306053102016449
9606.ENSP00000280557,9606.ENSP00000436714,1,0.08158849,0,False,false_negative,-0.08386587351560593
9606.ENSP00000261047,9606.ENSP00000469970,0,0.33452174,0,True,correct,0.4310513138771057
9606.ENSP00000265709,9606.ENSP00000344786,1,0.57985085,1,True,correct,0.2946065664291382
9606.ENSP00000398698,9606.ENSP00000416799,1,0.21565606,0,False,false_negative,0.16083119809627533
9606.ENSP00000358316,9606.ENSP00000378830,0,0.04594386,0,True,correct,0.03194599598646164
9606.ENSP00000230354,9606.ENSP00000473172,1,0.8809435,1,True,correct,0.3391711711883545
9606.ENSP00000362776,9606.ENSP00000425556,0,0.025980057,0,True,correct,0.2906957268714905
9606.ENSP00000365413,9606.ENSP00000440329,1,0.82085294,1,True,correct,0.5681027173995972
9606.ENSP00000362924,9606.ENSP00000365891,1,0.26637018,0,False,false_negative,0.5188438296318054
9606.ENSP00000347244,9606.ENSP00000370695,0,0.019986767,0,True,correct,0.5038490295410156
9606.ENSP00000266376,9606.ENSP00000291295,1,0.98733974,1,True,correct,0.46016639471054077
9606.ENSP00000228347,9606.ENSP00000396843,0,0.30740118,0,True,correct,0.13498814404010773
9606.ENSP00000355866,9606.ENSP00000391668,0,0.033542916,0,True,correct,0.14576929807662964
9606.ENSP00000229390,9606.ENSP00000384629,0,0.15974066,0,True,correct,0.06349238753318787
9606.ENSP00000231454,9606.ENSP00000348888,0,0.04618292,0,True,correct,0.4266522228717804
9606.ENSP00000358301,9606.ENSP00000398698,0,0.021328216,0,True,correct,0.11723657697439194
9606.ENSP00000358994,9606.ENSP00000393392,1,0.9372032,1,True,correct,0.6348661184310913
9606.ENSP00000330523,9606.ENSP00000349790,0,0.06737882,0,True,correct,0.449868381023407
9606.ENSP00000341947,9606.ENSP00000497910,0,0.05641497,0,True,correct,0.06023037061095238
9606.ENSP00000367743,9606.ENSP00000380553,0,0.53531295,1,False,false_positive,0.3351433277130127
9606.ENSP00000308717,9606.ENSP00000463379,0,0.14144354,0,True,correct,0.34228262305259705
9606.ENSP00000270625,9606.ENSP00000420311,1,0.99999595,1,True,correct,0.8194054365158081
9606.ENSP00000367806,9606.ENSP00000370950,1,0.9994875,1,True,correct,0.5774903297424316
9606.ENSP00000393312,9606.ENSP00000478927,0,0.019549144,0,True,correct,0.3528253734111786
9606.ENSP00000380308,9606.ENSP00000380690,1,0.96858037,1,True,correct,0.5705468058586121
9606.ENSP00000361209,9606.ENSP00000404232,1,0.87717235,1,True,correct,0.4759189784526825
9606.ENSP00000371985,9606.ENSP00000392094,0,0.06347766,0,True,correct,0.12342309206724167
9606.ENSP00000241256,9606.ENSP00000286548,1,0.8567201,1,True,correct,0.45457330346107483
9606.ENSP00000370808,9606.ENSP00000378487,1,0.9651702,1,True,correct,0.48897454142570496
9606.ENSP00000248598,9606.ENSP00000335062,0,0.012732577,0,True,correct,0.40164050459861755
9606.ENSP00000372191,9606.ENSP00000489282,1,0.5373341,1,True,correct,0.23158173263072968
9606.ENSP00000366307,9606.ENSP00000378570,1,0.37377146,0,False,false_negative,0.3642614185810089
9606.ENSP00000258955,9606.ENSP00000322439,1,0.35155687,0,False,false_negative,0.42566558718681335
9606.ENSP00000311430,9606.ENSP00000339063,1,0.99982774,1,True,correct,0.4774712026119232
9606.ENSP00000326031,9606.ENSP00000346050,0,0.011543641,0,True,correct,-0.01841510273516178
9606.ENSP00000377411,9606.ENSP00000485401,1,0.99328035,1,True,correct,0.6746397018432617
9606.ENSP00000346050,9606.ENSP00000370125,1,0.9576511,1,True,correct,0.3843860924243927
9606.ENSP00000229270,9606.ENSP00000370460,1,0.008127684,0,False,false_negative,0.061441581696271896
9606.ENSP00000269228,9606.ENSP00000451206,1,0.98663694,1,True,correct,0.713302493095398
9606.ENSP00000274606,9606.ENSP00000496044,1,0.9696501,1,True,correct,0.4454762935638428
9606.ENSP00000315476,9606.ENSP00000363642,1,0.91948766,1,True,correct,0.5713043212890625
9606.ENSP00000262294,9606.ENSP00000339001,0,0.2274443,0,True,correct,0.2679990828037262
9606.ENSP00000262584,9606.ENSP00000359571,1,0.99996376,1,True,correct,0.73993319272995
9606.ENSP00000360609,9606.ENSP00000493985,0,0.03784623,0,True,correct,0.05916020646691322
9606.ENSP00000353259,9606.ENSP00000374566,0,0.06729776,0,True,correct,0.08610288798809052
9606.ENSP00000370842,9606.ENSP00000403104,1,0.2117149,0,False,false_negative,0.4868103563785553
9606.ENSP00000259874,9606.ENSP00000324804,0,0.32149845,0,True,correct,0.24885818362236023
9606.ENSP00000240922,9606.ENSP00000302961,0,0.022220677,0,True,correct,0.17966081202030182
9606.ENSP00000221496,9606.ENSP00000372547,1,0.8908399,1,True,correct,0.5162473320960999
9606.ENSP00000360216,9606.ENSP00000361548,0,0.13675885,0,True,correct,0.3095981776714325
9606.ENSP00000322408,9606.ENSP00000372512,0,0.4213703,0,True,correct,0.3530833125114441
9606.ENSP00000348416,9606.ENSP00000360216,0,0.171901,0,True,correct,0.2365555614233017
9606.ENSP00000221980,9606.ENSP00000398698,0,0.030408908,0,True,correct,0.06376403570175171
9606.ENSP00000349168,9606.ENSP00000447942,0,0.22983602,0,True,correct,0.26702892780303955
9606.ENSP00000360372,9606.ENSP00000497784,1,0.96613055,1,True,correct,0.40357038378715515
9606.ENSP00000339976,9606.ENSP00000465099,1,0.81954676,1,True,correct,0.4966587424278259
9606.ENSP00000295897,9606.ENSP00000493985,1,0.8892591,1,True,correct,0.4001510441303253
9606.ENSP00000295757,9606.ENSP00000332194,1,0.71457696,1,True,correct,0.5700904726982117
9606.ENSP00000323424,9606.ENSP00000346012,0,0.47177243,0,True,correct,0.3241419494152069
9606.ENSP00000356480,9606.ENSP00000497594,1,0.44823766,0,False,false_negative,0.3367569148540497
9606.ENSP00000298248,9606.ENSP00000372295,0,0.043410487,0,True,correct,0.03133542835712433
9606.ENSP00000324806,9606.ENSP00000451828,1,0.9998559,1,True,correct,0.6772157549858093
9606.ENSP00000296490,9606.ENSP00000365694,1,0.7693393,1,True,correct,0.5812965035438538
9606.ENSP00000340939,9606.ENSP00000346879,1,0.20639277,0,False,false_negative,0.3051505386829376
9606.ENSP00000355026,9606.ENSP00000400175,1,0.24649346,0,False,false_negative,0.3898431956768036
9606.ENSP00000263056,9606.ENSP00000387699,0,0.21534142,0,True,correct,0.20672722160816193
9606.ENSP00000246792,9606.ENSP00000275493,0,0.6117625,1,False,false_positive,0.33165687322616577
9606.ENSP00000284240,9606.ENSP00000302961,0,0.093075834,0,True,correct,0.18373139202594757
9606.ENSP00000309767,9606.ENSP00000336741,1,0.25584692,0,False,false_negative,0.14803296327590942
9606.ENSP00000325146,9606.ENSP00000455507,0,0.008911936,0,True,correct,0.23384153842926025
9606.ENSP00000222390,9606.ENSP00000484479,0,0.080310844,0,True,correct,0.3758678138256073
9606.ENSP00000054666,9606.ENSP00000223369,1,0.88836247,1,True,correct,0.6150157451629639
9606.ENSP00000324804,9606.ENSP00000339495,1,0.6035601,1,True,correct,0.26930317282676697
9606.ENSP00000261726,9606.ENSP00000301190,0,0.24792114,0,True,correct,0.11578180640935898
9606.ENSP00000454786,9606.ENSP00000463379,1,0.9555726,1,True,correct,0.6110231876373291
9606.ENSP00000218006,9606.ENSP00000261047,1,0.8621343,1,True,correct,0.5104195475578308
9606.ENSP00000362334,9606.ENSP00000391211,1,0.9999628,1,True,correct,0.7459220290184021
9606.ENSP00000244020,9606.ENSP00000349168,1,0.71238804,1,True,correct,0.5014276504516602
9606.ENSP00000221515,9606.ENSP00000398698,1,0.020635756,0,False,false_negative,0.4486679136753082
9606.ENSP00000278572,9606.ENSP00000420311,1,0.9999763,1,True,correct,0.6696650385856628
9606.ENSP00000449328,9606.ENSP00000492441,1,0.99889284,1,True,correct,0.6151797771453857
9606.ENSP00000320171,9606.ENSP00000365458,0,0.07160567,0,True,correct,0.0790560320019722
9606.ENSP00000262584,9606.ENSP00000339795,1,0.9999999,1,True,correct,0.7660669088363647
9606.ENSP00000258821,9606.ENSP00000368793,0,0.2112125,0,True,correct,0.4981192350387573
9606.ENSP00000332049,9606.ENSP00000433642,1,0.99872893,1,True,correct,0.7541784644126892
9606.ENSP00000297282,9606.ENSP00000370543,0,0.13564181,0,True,correct,0.5644468069076538
9606.ENSP00000351214,9606.ENSP00000416338,0,0.12442845,0,True,correct,0.3690597116947174
9606.ENSP00000254722,9606.ENSP00000321853,0,0.9786653,1,False,false_positive,0.6001609563827515
9606.ENSP00000230085,9606.ENSP00000358715,0,0.32502645,0,True,correct,0.3834519684314728
9606.ENSP00000261769,9606.ENSP00000418082,1,0.07608565,0,False,false_negative,0.002841796725988388
9606.ENSP00000291900,9606.ENSP00000326253,0,0.06081911,0,True,correct,0.1843992918729782
9606.ENSP00000287878,9606.ENSP00000451828,0,0.22154975,0,True,correct,0.15872222185134888
9606.ENSP00000369424,9606.ENSP00000437659,1,0.8921583,1,True,correct,0.4778987467288971
9606.ENSP00000355228,9606.ENSP00000377793,0,0.0019376582,0,True,correct,-0.03415431082248688
9606.ENSP00000262442,9606.ENSP00000310829,0,0.26214665,0,True,correct,0.5515042543411255
9606.ENSP00000251089,9606.ENSP00000367806,0,0.02812299,0,True,correct,0.12827958166599274
9606.ENSP00000294728,9606.ENSP00000360973,0,0.025868267,0,True,correct,0.35720887780189514
9606.ENSP00000295971,9606.ENSP00000320949,0,0.24769312,0,True,correct,0.30532270669937134
9606.ENSP00000356480,9606.ENSP00000448598,1,0.99643457,1,True,correct,0.5225898027420044
9606.ENSP00000242285,9606.ENSP00000358994,1,0.15054107,0,False,false_negative,0.3254806697368622
9606.ENSP00000261600,9606.ENSP00000311505,0,0.0056711016,0,True,correct,-0.018841881304979324
9606.ENSP00000157812,9606.ENSP00000262713,0,0.48933408,0,True,correct,0.389740914106369
9606.ENSP00000322408,9606.ENSP00000358862,1,0.15036954,0,False,false_negative,0.2746639549732208
